raw,processed,label
proses pengiriman termasuk lama. pesan produk dalam bentuk paket pepsodent 3 buah; ternyata yg datang hanya 2. chat penjual katanya komplain ga bisa diproses kalo ga ada video unboxing. kebetulan yg buka paket anak saya jadi ga ada video unboxing nya. ya udah lah.. mau gimana lagi 🙄🙄. sering belanja di sini; tapi baru kali ini mengecewakan 😓... buat yang lain jangan lupa selalu buat video unboxingnya ya; biar jangan rugi kek saya ☺,proses kirim masuk lama pesan produk dalam bentuk paket pepsodent buah nyata yang datang hanya chat jual kata komplain tidak bisa proses jika tidak ada video unboxing betul yang buka paket anak saya jadi tidak ada video unboxing nya iya sudah lah mau bagaimana lagi sering belanja di sini tapi baru kali ini kecewa buat yang lain jangan lupa selalu buat video unboxingnya iya supaya jangan rugi kayak saya,0
beberapa barang packingnya rusak; pengirimannya juga lama sampainya.,beberapa barang packingnya rusak kirim juga lama sampai,0
Entah oengemasan atau pengiriman nya; lamaaaaaaaaaa nyampe nga,tidak tahu oengemasan atau kirim nya lama sampai enggak,0
Durasi pengiriman lama. Lebih cepat sampai yg saya order sehari setelah ini. Berdasarkan lacak; driver berkali-kali on the way. Packaging gak niat. Bubble wrapnya hanya sebagai sekat dan tidak digulung ke produknya.,durasi kirim lama lebih cepat sampai yang saya order hari telah ini dasar lacak driver kali kali on the way packaging enggak niat bubble wrapnya hanya bagai sekat dan tidak gulung ke produk,0
Pengiriman lama sekali  Pesan 26 maret  Sudah kirim message dan suka ok kemudian sudah dibilang dikirim begitu ditanya lagi setelah 4 hari karena barang belum sampai ternyata ada barang yg tidak ada dan tidak menanyakan kepada pembeli.  Klo saya tidak message tidak dikirim2 itu. Akhirnya barang sampai setelah 10 hari dari pemesanan   Barang yang tidak ada vaseline aloe jelly  yang tidak ada katanya klo tidak dikirim nanti dikembalikan uangnya; tp sekarang uang belum ada dikembalikan ,kirim lama sekali pesan maret sudah kirim me age dan suka ok kemudian sudah bilang kirim begitu tanya lagi telah hari karena barang belum sampai nyata ada barang yang tidak ada dan tidak tanya kepada beli kalau saya tidak me age tidak kirim itu akhir barang sampai telah hari dari mesan barang yang tidak ada vaseline aloe jelly yang tidak ada kata kalau tidak kirim nanti kembali uang tapi sekarang uang belum ada kembali,0
Waktu yg diperlukan utk memproses barang s/d kirim perlu waktu yg lama. Perbaiki handling dlm memproses pesanan.,waktu yang perlu untuk proses barang si di kirim perlu waktu yang lama baik handling dalam proses pesan,0
Pesan dan bayar dari siang... Diprosesnya lama sekali Masa iya dikirim dan sampai ke saya Jam 12 malam via Gojek ketika semua sudah tidur ? Koq nggak Professional sekali ya,pesan dan bayar dari siang proses lama sekali masa iya kirim dan sampai ke saya jam malam via gojek ketika semua sudah tidur kok tidak profe ional sekali iya,0
Estimasi barang tiba paling lama tanggal 6 baru saya terima tgl 11…terlalu lama…sebagian barang yang saya pesan di unilever ( pesanan terpisah di tanggal yang sama) malah belum dikirim…padahal alamat sama…tidak profesional,estimasi barang tiba paling lama tanggal baru saya terima tanggal terlalu lama bagi barang yang saya pesan di unilever pesan pisah di tanggal yang sama bahkan belum kirim padahal alamat sama tidak profesional,0
produk ok. siapa yg ga tau produk unilever? tapi kurir tokonya yg ga ok.  1. tidak diberi info kurir toko ternyata ekspedisi w*****. saya kira kurir unilever yg bisa sampai same-day service. 2. tidak direkomendasikan membeli pada jumat dan weekend. krn baru di kirim senin/selasa nya. (padahal ada item yg dibutuhkan segera).  packing rapi. cs responsif. terima kasih.,produk ok siapa yang tidak tahu produk unilever tapi kurir toko yang tidak ok tidak beri informasi kurir toko nyata ekspedisi aku saya kira kurir unilever yang bisa sampai same hari service tidak rekomendasi beli pada jumat dan weekend karena baru di kirim senin selasa nya padahal ada hitam yang butuh segera packing rapi cs responsif terima kasih,0
pengiriman luamaaaaaaaa sekaleee 😣😣,kirim luama sekale,0
Tumpah semua 3x beeli tumpah semua,tumpah semua kali beeli tumpah semua,0
Utk barang ga ada masalah; kecuali di pengiriman yg nyangkut 14 hari karena miskom dr unilever ke pihak jasa pengiriman. Utk admin &amp; tim unilever; tingkatkan ya koordinasi &amp; komunikasi tim. Kalau bs informatif jg ke pelanggan; jgn nunggu ada masalah br di info. Jgn nunggu komplain 2 kali baru ada aksi.,untuk barang tidak ada masalah kecuali di kirim yang nyangkut hari karena salah komunikasi dari unilever ke pihak jasa kirim untuk admin amp tim unilever tingkat iya koordinasi amp komunikasi tim kalau bisa informatif juga ke langgan jangan tunggu ada masalah baru di informasi jangan tunggu komplain kali baru ada aksi,0
pengirimannya luamaaaaaaaa banget.... sampe mesti harus di komplen dulu baru di urusin.,kirim luama banget sampai mesti harus di komplen dulu baru di urus,0
Sanguan wae Rinso na;....👍🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,sangu wae rinso nya,0
Unilever sepertinya tidak siap masuk market place; service LAMAAAAAANYAAA MINTA AMPUUN pertama kali pesen pilih kurir toko; lamaaa juga nyampe nya; pesanan kedua pakai kurir instant sampai tepat waktu; pesanan ketigaa PARAHH BANGET; pas order mau pilih kurir instant lagi; tapi toko non aktifin kurir instant nya; mau ga mau pakai kurir biasa (ga pilih kurir toko karena kapok lama lagi); eehhhh malahh ga nyampe barangnyaa; order dari 24 Juli 2021 dan 03 Aug 2021 cek statusnya udah batal otomatis sama system dan di refund; gara2 resi invalid katanya; dan di crosschek detailnya; kurirnya belum pick up barangnya; jadi mikir barangnya emang belum siap apa gimana yaa; yg jelas lamaa banget lebih dari 7 hari waktu saya kebuang; dikira org maen maen apa beli keperluan rumah tangga; PARAAHHH 👎,unilever seperti tidak siap masuk market place service lama minta ampun pertama kali pesan pilih kurir toko lama juga sampai nya pesan dua pakai kurir instant sampai tepat waktu pesan ketigaa parah banget pas order mau pilih kurir instant lagi tapi toko non aktifin kurir instant nya mau tidak mau pakai kurir biasa tidak pilih kurir toko karena kapok lama lagi eeh malahh tidak sampai barangnyaa order dari juli dan aug cek status sudah batal otomatis sama system dan di refund gara resi invalid kata dan di cro chek detail kurir belum pick up barang jadi mikir barang memang belum siap apa bagaimana ya yang jelas lamaa banget lebih dari hari waktu saya buang kira orang main main apa beli perlu rumah tangga parah,0
beli tgl 25 smp tgl 4 barang blm sampai...tau2 status selesai 😏😣,beli tanggal sampai tanggal barang belum sampai tahu status selesai,0
dari 4 barang 1 penyok; 1 tidak tersegel walopun barang utuh tp untuk dijual kembali jadi tidak bisa.,dari barang penyok tidak segel walopun barang utuh tapi untuk jual kembali jadi tidak bisa,0
rapih dus n bubble.. tapi refill plastik sabunnya kotorr benerr.. ga bocor sih.. harusnya di lap bersihin dulu doong..🦊🦝,rapi dus dan bubble tapi refill plastik sabun kotorr benar tidak bocor sih harus di lap bersihin dulu dong,0
pengiriman nya lama custumer kecewa ,kirim nya lama custumer kecewa,0
Pengiriman lama banget,kirim lama banget,0
semoga pesanan selanjutnya dipacking dengan bagus ya kak. agar tidak ada produk yang rusak,moga pesan lanjut dipacking dengan bagus iya kak agar tidak ada produk yang rusak,0
Order extra pure Kenapa yang dikirim anti bau ?,order extra pure kenapa yang kirim anti bau,0
Kapok belanja di unilever official store. Udah komplain via sistem dan MENANG. Ni toko gayanya doang official; bukti unboxing sesuai catatan toko udah dkasih tp tetep ngrasa paling bener. Untung ada admin tokopedia yg fair bisa nengahin; jadi dana bisa balik. Gak kebayang kalo pesanan kita keburu diklik selesai padahal barang gak komplit. Debat kusir via chat ga bakal guna ngadepin seller mental cupu kek elu.,kapok belanja di unilever official store sudah komplain via sistem dan menang ini toko gaya doang official bukti unboxing sesuai catat toko sudah dkasih tapi tetap ngrasa paling benar untung ada admin tokopedia yang fair bisa nengahin jadi dana bisa balik enggak bayang jika pesan kita lanjur klik selesai padahal barang enggak komplit debat kusir via chat tidak bakal guna ngadepin seller mental cupu kayak kamu,0
pengiriman lama kualitas barang sesuai harga,kirim lama kualitas barang sesuai harga,0
antar reja. kurinya main simpen aja di pintu. coba klu ada yg ngambil bisa berabe,antar reja kur main simpan saja di pintu coba kalau ada yang ambil bisa berabe,0
Pengiriman sangat extra lama sekali ,kirim sangat extra lama sekali,0
kecewa;ada 3 kaleng yg sdh penyok,kecewa ada kaleng yang sudah penyok,0
Pembelian tgl 15 agustus; pengiriman tgl 19 agustus; sampai tempat tgl 23 agustus.. lamaaaa sekaliiiiii 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,beli tanggal agustus kirim tanggal agustus sampai tempat tanggal agustus lama sekali,0
penyok pas unboxing hiks,penyok pas unboxing hiks,0
Tidak akan beli lg disini barang yg tidak datang sunlight 5 L whipol 5 L vixal dan sikat gigi pengiriman pake kurir toko dan saya sudah minta bukti dr pihak unilever utk berikan bukti pengiriman tp tdk pernah diberikan,tidak akan beli lagi sini barang yang tidak datang sunlight l whipol l vixal dan sikat gigi kirim pakai kurir toko dan saya sudah minta bukti dari pihak unilever untuk ikan bukti kirim tapi tidak pernah beri,0
toko ini kayaknya memang suka dapet komentar jelek buktinya.. udah banyak komentar buruk tapi gak dibuat jd perbaikan...tetep aja lama..kaya beli barang preorder jadinya,toko ini seperti memang suka dapat komentar jelek bukti sudah banyak komentar buruk tapi enggak buat jadi baik tetap saja lama kayak beli barang preorder jadi,0
Sudah sampai wlwpun datangnya malam2.. ,sudah sampai walaupun datang malam,0
bukan barangnya;tp tokonya ngga teliti.Cuma order 3 item brg aj (sabun; deterjen cair &amp; shampoo);malah ngga ke kirim shampoonya,bukan barang tapi toko tidak teliti cuma order hitam bareng aja sabun deterjen cair amp shampoo bahkan tidak ke kirim shampoonya,0
Kaleng pada pengok,kaleng pada kok,0
Pengiriman lama banget; Order tgl 12 siang; baru terima tgl 16 siang.sampe dikomplain dl ke tokopedia care👎,kirim lama banget order tanggal siang baru terima tanggal siang sampai komplain dulu ke tokopedia care,0
Paket sesuai. cuman saya mau cancel tapi gk digubris. malah dikirim tapi prosesnya lama,paket sesuai hanya saya mau batal tapi gak gubris bahkan kirim tapi proses lama,0
produk bocor. tutup botol rusak ,produk bocor tutup botol rusak,0
pengiriman agak lama pas di terima barangnya bocor sisa 60% padahal sudah dikemas dengan baik oleh seller kemungkinan pas pengiriman dibanting sana sini sampe bocornya tembus kekardusnya dan  kardusnya koyak 😢 klo komplain jga kena ongkir lagi ,kirim agak lama pas di terima barang bocor sisa padahal sudah kemas dengan baik oleh seller mungkin pas kirim banting sana sini sampai bocor tembus kardus dan kardus koyak kalau komplain juga kena ongkos kirim lagi,0
aq GK trma brngnya duitq hlang,aku gak trma brngnya duitq hlang,0
Super lama baru di antar in barang 😭😭😭,super lama baru di antar ini barang,0
Pengiriman kurir toko lama bangetttttt,kirim kurir toko lama banget,0
Pengiriman menggunakan kurir toko lama; ujungnya pake pihak ketiga.. ditanya via chat juga jawabannya membosankan,kirim guna kurir toko lama ujung pakai pihak tiga tanya via chat juga jawab bosan,0
Isinya bocor 1 pcs,isi bocor pcs,0
Barang nya di pack tidak baik. Bocor saat tiba dikarenakan tutupnya rusak. Toko dan pengirim tidak mau bertanggung jawab,barang nya di pack tidak baik bocor saat tiba karena tutup rusak toko dan kirim tidak mau tanggung jawab,0
kirain dpt 2 gtwnya 1 doank. mana lama bgt LG dtgnya.,ira dapat gtwnya doang mana lama banget lagi dtgnya,0
Harus diperbaiki cara kirimnya; kitkatnya leleh keduanya,harus baik cara kirim kitkatnya leleh dua,0
Barang penyok dijual...kirain toko official bakal jual barang bagus. Wkwkwwk,barang penyok jual ira toko official bakal jual barang bagus wkwkwwk,0
Pengiriman lama bgt :),kirim lama banget,0
barang kualitas ok; tp ada yg bocor 1,barang kualitas ok tapi ada yang bocor,0
pengiriman nya agak lama ,kirim nya agak lama,0
kog skarang kalengnya penyok² yaa...,kok sekarang kaleng penyok ya,0
Menempel dengan selotip; jadi kotaknya robek,tempel dengan selotip jadi kotak robek,0
barang ok tp pembelian kali ini kecewa krn 1 mg baru dikirim itu pun pakai komplain dl,barang ok tapi beli kali ini kecewa karena moga baru kirim itu pun pakai komplain dulu,0
Barang sesuai; sebenarnya respond admin cepat; tapi order uda di confirm status kiriman pick up gagal kalo ga ditanya ga diinfo kalo barang abis; uda nunggu 2x ditanya diinfo pick up tp ga sampe-sampe dari order 21 Mei; sampai akhirnya nanya kejelasan lagi baru beneran dikirim; pick up 6 jul; sampai 8 jul. Hampir kasih bintang 1; cuma karena   admin sopan dan at least ngaku salah; naek lah bintang 3.,barang sesuai benar respond admin cepat tapi order sudah di confirm status kirim pick up gagal jika tidak tanya tidak info jika barang habis sudah tunggu kali tanya info pick up tapi tidak sampai sampai dari order mei sampai akhir tanya jelas lagi baru benar kirim pick up jul sampai jul hampir kasih bintang cuma karena admin sopan dan at least aku salah naik lah bintang,0
Tgl 31 order baru diambil sama kurirnya tgl 3 itu jga setelah saya protes ke sini. Ga tau salah kurir atau unilevernya. Nyampe tgl 7 april mantul 👏,tanggal order baru ambil sama kurir tanggal itu juga telah saya protes ke sini tidak tahu salah kurir atau unilevernya sampai tanggal april mantul,0
Produknya bagus tp krn sempet terkendala salah kirim brg &amp; pengirimannya lama jd nilainya stgh aja,produk bagus tapi karena sempat kendala salah kirim bareng amp kirim lama jadi nilai tengah saja,0
seharusnya tutupnya jg diseal lakban dan bublewrap; alhasil sampe rumah sisa sgni doank😭cm buang2 duit; ga recommend deh beli online padahal wanginya enak,harus tutup juga diseal lakban dan bublewrap alhasil sampai rumah sisa sgni doang cuma buang duit tidak recommend deh beli onlen padahal wangi enak,0
trimksh pket sdh sampe tujuan dg bnar; meski ckp lama krn mslh teknis lapangan hingga perlu wkt unt.menunggu pket dtg.,trimksh pket sudah sampai tuju dengan bnar meski cakep lama karena masalah teknis lapang hingga perlu waktu unt tunggu pket datang,0
maaf untuk produk ini saya merasa terjebak akan iklan di foto 2x produk; karena yang datang hanya 1 dan setelah dikonfirmasi 2x produk maksudnya apa; sudah dijelaskan cs kalau 2x itu yang dimaksud 1 sikat gigi + 1 pasta gigi. okelah kalo begitu; yang penting yang lainnya agar paham. sukses buat semuanya. Kalau yang lainnya saya kasih bintang 5 kok; karena dari iklan foto yang saya pahami sama dengan barang yang datang ,maaf untuk produk ini saya rasa jebak akan iklan di foto kali produk karena yang datang hanya dan telah konfirmasi kali produk maksud apa sudah jelas cs kalau kali itu yang maksud sikat gigi pasta gigi oke jika begitu yang penting yang lain agar paham sukses buat semua kalau yang lain saya kasih bintang kok karena dari iklan foto yang saya paham sama dengan barang yang datang,0
Saya mau batalkan pesanan tidak bisa padahal sebelum di konfirmasi jahat bngt admin nya perihal payment metode saya ga mau pake gopay coins Tapi pake saldo gopay atau cc,saya mau batal pesan tidak bisa padahal belum di konfirmasi jahat banget admin nya perihal payment metode saya tidak mau pakai gopay coins tapi pakai saldo gopay atau cc,0
barang oke..sellernta tdk oke.lama,barang oke sellernta tidak oke lama,0
Pengiriman Sangat Lambat.......,kirim sangat lambat,0
pake yes nyampenya kok 4 hari,pakai yes sampai kok hari,0
beli 3set gk dikirimkan..😭😭😭 dikomplen ribet amat.. tolong di kirimkan!!!!!!!!!!!!!!!,beli set gak kirim dikomplen ribet amat tolong di kirim,0
